Date_time,country,UFO_shape
1/6/2001 20:30,us,sphere
1/6/2001 21:15,us,light
1/6/2002 12:00,,triangle
1/6/2002 15:00,us,sphere
1/6/2002 17:00,us,triangle
1/6/2002 18:00,us,disk
1/6/2002 21:30,us,light
1/6/2002 23:00,us,cigar
1/6/2003 04:00,us,egg
1/6/2003 06:15,us,light
1/6/2003 10:10,us,fireball
1/6/2003 16:00,,sphere
1/6/2003 17:00,us,formation
1/6/2003 19:00,,light
1/6/2003 19:00,us,triangle
1/6/2003 19:53,us,cigar
1/6/2003 22:00,us,light
1/6/2003 22:49,us,fireball
1/6/2004 18:40,us,light
1/6/2004 19:55,,disk
1/6/2004 20:00,us,triangle
1/6/2004 20:40,us,triangle
1/6/2004 21:45,us,disk
1/6/2004 22:00,us,
1/6/2005 17:00,us,other
1/6/2006 00:00,us,light
1/6/2006 04:00,us,disk
1/6/2007 01:01,us,changing
1/6/2007 03:58,us,circle
1/6/2007 12:40,us,circle
1/6/2007 16:30,us,other
1/6/2007 18:35,us,sphere
1/6/2007 18:45,us,fireball
1/6/2007 19:00,us,unknown
1/6/2007 20:00,us,oval
1/6/2007 20:30,us,cylinder
1/6/2007 21:00,,circle
1/6/2007 22:40,gb,circle
1/6/2007 23:07,us,cone
1/6/2007 23:30,us,circle
1/6/2007 23:30,us,circle
1/6/2008 02:00,gb,sphere
1/6/2008 02:10,,sphere
1/6/2008 03:00,us,triangle
1/6/2008 20:00,,oval
1/6/2008 22:00,us,light
1/6/2009 01:00,us,other
1/6/2009 06:34,us,light
1/6/2009 08:35,us,other
1/6/2009 10:15,us,light
1/6/2009 19:45,us,light
1/6/2009 20:00,us,triangle
1/6/2009 21:30,us,teardrop
1/6/2009 22:00,gb,oval
1/6/2010 01:00,us,light
1/6/2010 07:18,gb,light
1/6/2010 20:00,us,teardrop
1/6/2010 20:20,,fireball
1/6/2010 21:15,us,disk
1/6/2011 03:30,us,flash
1/6/2011 05:27,us,fireball
1/6/2011 06:43,us,other
1/6/2011 18:30,us,triangle
1/6/2011 18:30,us,chevron
1/6/2011 18:43,us,unknown
1/6/2011 19:00,us,triangle
1/6/2011 19:15,us,fireball
1/6/2011 19:20,us,fireball
1/6/2011 19:25,us,fireball
1/6/2011 19:30,us,triangle
1/6/2011 20:30,us,unknown
1/6/2011 20:30,,triangle
1/6/2011 21:35,us,fireball
1/6/2011 21:35,us,fireball
1/6/2011 21:40,us,disk
1/6/2011 21:40,us,fireball
1/6/2011 21:45,us,fireball
1/6/2012 01:20,us,circle
1/6/2012 07:30,us,cigar
1/6/2012 08:25,,fireball
1/6/2012 09:05,us,light
1/6/2012 09:10,us,oval
1/6/2012 09:15,us,fireball
1/6/2012 15:45,us,other
1/6/2012 16:20,us,fireball
1/6/2012 17:00,us,triangle
1/6/2012 17:00,us,circle
1/6/2012 17:10,us,other
1/6/2012 17:45,us,triangle
1/6/2012 18:00,us,light
1/6/2012 18:00,us,light
1/6/2012 18:00,us,triangle
1/6/2012 19:30,us,disk
1/6/2012 19:30,us,circle
1/6/2012 19:45,us,unknown
1/6/2012 19:45,us,light
1/6/2012 20:15,us,flash
1/6/2012 20:45,us,disk
1/6/2012 21:05,us,light
1/6/2012 21:15,us,light
1/6/2012 21:30,,unknown
1/6/2012 21:50,us,rectangle
1/6/2012 21:50,us,sphere
1/6/2012 22:00,us,fireball
1/6/2012 23:00,us,light
1/6/2012 23:00,us,unknown
1/6/2012 23:00,us,rectangle
1/6/2013 06:05,us,light
1/6/2013 10:28,us,triangle
1/6/2013 11:00,us,cigar
1/6/2013 15:30,us,formation
1/6/2013 17:31,us,light
1/6/2013 18:05,us,circle
1/6/2013 18:30,us,light
1/6/2013 18:35,us,light
1/6/2013 18:35,,circle
1/6/2013 19:00,us,other
1/6/2013 19:30,,fireball
1/6/2013 20:30,us,unknown
1/6/2013 20:30,us,triangle
1/6/2013 21:00,us,circle
1/6/2013 21:00,us,circle
1/6/2013 21:15,,light
1/6/2013 22:00,us,oval
1/6/2013 22:30,us,
1/6/2013 23:30,us,triangle
1/6/2014 00:00,de,
1/6/2014 03:45,us,unknown
1/6/2014 07:40,us,disk
1/6/2014 09:00,us,disk
1/6/2014 14:00,us,cylinder
1/6/2014 15:45,us,disk
1/6/2014 16:00,us,sphere
1/6/2014 16:30,us,formation
1/6/2014 19:00,us,circle
1/6/2014 19:00,us,triangle
1/6/2014 19:00,us,light
1/6/2014 20:30,us,light
1/6/2014 22:00,us,light
1/6/2014 22:15,us,unknown
1/6/2014 22:18,us,light
1/6/2014 22:30,us,changing
1/6/2014 23:52,us,other
1/7/1967 21:30,au,disk
1/7/1971 22:00,us,
1/7/1976 23:00,au,rectangle
1/7/1978 02:00,us,
1/7/1980 13:00,us,other
1/7/1982 13:00,gb,sphere
1/7/1990 09:00,us,changing
1/7/1990 23:00,,disk
1/7/1995 05:00,,
1/7/1995 17:00,us,fireball
1/7/1995 17:30,us,
1/7/1996 07:00,us,
1/7/1996 11:30,us,
1/7/1996 17:00,us,triangle
1/7/1996 21:00,us,
1/7/1997 00:35,us,light
1/7/1998 16:10,us,sphere
1/7/1998 23:30,us,diamond
1/7/1999 14:10,us,triangle
1/7/1999 18:20,us,light
1/7/1999 20:45,us,other
1/7/1999 23:00,us,diamond
1/7/1999 23:00,us,diamond
1/7/2000 00:10,us,sphere
1/7/2000 05:15,us,circle
1/7/2000 16:20,us,unknown
1/7/2000 19:00,us,unknown
1/7/2000 21:35,us,fireball
1/7/2000 21:40,us,formation
1/7/2000 23:00,us,triangle
1/7/2001 05:00,us,triangle
1/7/2001 15:26,us,light
1/7/2001 18:00,us,light
1/7/2001 20:30,us,cone
1/7/2002 06:30,us,light
1/7/2002 08:25,us,other
1/7/2002 15:10,us,other
1/7/2002 17:43,us,fireball
1/7/2002 17:45,us,fireball
1/7/2002 17:45,us,light
1/7/2002 17:45,us,light
1/7/2002 17:49,us,egg
1/7/2002 17:55,us,sphere
1/7/2002 17:55,us,light
1/7/2002 18:00,us,teardrop
1/7/2002 18:30,,light
1/7/2002 19:15,us,light
1/7/2002 21:03,us,circle
1/7/2002 21:07,,
1/7/2002 21:10,us,
1/7/2002 23:30,,circle
1/7/2003 00:00,,rectangle
1/7/2003 00:00,us,disk
1/7/2003 00:25,,triangle
1/7/2003 00:45,us,cross
1/7/2003 03:00,,formation
1/7/2003 03:30,us,unknown
1/7/2003 05:00,us,light
1/7/2003 06:45,gb,light
1/7/2003 11:00,us,diamond
1/7/2003 17:15,,oval
1/7/2003 20:00,us,
1/7/2003 21:00,us,light
1/7/2003 21:20,us,sphere
1/7/2003 22:30,us,teardrop
1/7/2004 03:00,ca,disk
1/7/2004 06:30,us,changing
1/7/2004 15:30,us,unknown
1/7/2004 16:50,us,sphere
1/7/2004 19:00,us,triangle
1/7/2004 19:30,us,triangle
1/7/2004 22:00,us,triangle
1/7/2005 08:03,us,sphere
1/7/2005 12:30,us,cylinder
1/7/2005 18:00,us,chevron
1/7/2005 18:40,,unknown
1/7/2005 18:45,us,unknown
1/7/2005 20:51,us,disk
1/7/2005 20:51,us,other
1/7/2005 22:30,us,fireball
1/7/2006 02:25,us,sphere
1/7/2006 02:40,us,fireball
1/7/2006 03:30,,light
1/7/2006 06:40,gb,triangle
1/7/2006 14:00,us,cigar
1/7/2006 15:30,au,unknown
1/7/2006 17:30,us,cigar
1/7/2006 18:00,us,triangle
1/7/2006 19:30,gb,sphere
1/7/2006 19:45,us,rectangle
1/7/2006 21:04,au,light
1/7/2006 21:25,ca,circle
1/7/2006 22:00,us,light
1/7/2007 00:00,us,unknown
1/7/2007 01:30,ca,other
1/7/2007 02:30,us,fireball
1/7/2007 06:30,us,circle
1/7/2007 07:30,us,circle
1/7/2007 14:00,us,other
1/7/2007 16:30,us,other
1/7/2007 16:34,us,teardrop
1/7/2007 18:00,us,circle
1/7/2007 18:10,gb,other
1/7/2007 19:30,us,circle
1/7/2007 19:40,,sphere
1/7/2007 19:40,au,cigar
1/7/2007 20:05,us,light
1/7/2007 20:50,us,light
1/7/2007 21:30,us,light
1/7/2008 03:00,us,oval
1/7/2008 06:00,us,cross
1/7/2008 06:30,us,circle
1/7/2008 07:00,us,light
1/7/2008 19:35,us,triangle
1/7/2008 20:52,us,flash
1/7/2008 22:03,,other
1/7/2008 24:00,us,disk
1/7/2009 05:11,us,unknown
1/7/2009 05:30,us,light
1/7/2009 10:15,us,light
1/7/2009 14:00,,egg
1/7/2009 17:00,us,other
1/7/2009 18:20,,disk
1/7/2009 18:30,us,
1/7/2009 18:45,us,oval
1/7/2009 19:00,us,light
1/7/2009 19:45,us,unknown
1/7/2009 19:50,us,light
1/7/2009 20:00,us,triangle
1/7/2009 20:23,us,light
1/7/2010 05:15,us,formation
1/7/2010 06:15,us,light
1/7/2010 17:30,us,circle
1/7/2010 17:45,us,light
1/7/2010 19:30,,fireball
1/7/2010 19:34,us,light
1/7/2010 23:45,us,triangle
1/7/2010 24:00,,fireball
1/7/2011 01:00,us,fireball
1/7/2011 05:00,us,other
1/7/2011 07:30,us,egg
1/7/2011 20:00,us,light
1/7/2011 20:30,us,other
1/7/2011 21:00,,fireball
1/7/2012 01:15,,light
1/7/2012 03:30,us,sphere
1/7/2012 05:45,us,light
1/7/2012 06:03,,light
1/7/2012 06:30,us,triangle
1/7/2012 07:00,,triangle
1/7/2012 14:20,,sphere
1/7/2012 16:00,us,sphere
1/7/2012 18:00,,other
1/7/2012 18:30,us,fireball
1/7/2012 19:30,us,chevron
1/7/2012 20:29,us,other
1/7/2012 20:30,us,sphere
1/7/2012 20:30,us,light
1/7/2012 22:00,ca,sphere
1/7/2012 22:30,us,formation
1/7/2012 23:45,us,formation
1/7/2013 02:10,us,light
1/7/2013 04:30,us,unknown
1/7/2013 06:50,us,circle
1/7/2013 17:00,us,sphere
1/7/2013 17:30,ca,circle
1/7/2013 17:45,us,fireball
1/7/2013 18:00,gb,flash
1/7/2014 00:00,us,unknown
1/7/2014 07:10,us,light
1/7/2014 12:15,,disk
1/7/2014 16:30,us,
1/7/2014 19:00,us,light
1/7/2014 19:08,us,unknown
1/7/2014 19:55,,sphere
1/7/2014 20:00,us,cylinder
1/7/2014 20:00,,light
1/7/2014 21:40,us,sphere
1/7/2014 21:56,,fireball
1/7/2014 21:58,us,light
1/7/2014 22:41,us,formation
1/7/2014 22:45,,circle
1/8/1946 02:00,us,disk
1/8/1968 19:00,us,disk
1/8/1969 21:30,us,other
1/8/1973 21:00,,oval
1/8/1976 20:00,us,triangle
1/8/1978 22:00,gb,triangle
1/8/1984 22:00,us,formation
1/8/1995 04:00,us,
1/8/1996 17:00,ca,disk
1/8/1996 21:20,us,
1/8/1997 16:00,,teardrop
1/8/1997 17:20,us,disk
1/8/1997 17:22,us,disk
1/8/1997 19:00,us,light
1/8/1997 24:00,gb,triangle
1/8/1998 17:00,us,light
1/8/1998 20:00,,changing
1/8/1998 22:00,,fireball
1/8/1998 22:38,us,oval
1/8/1999 18:00,us,sphere
1/8/1999 19:00,us,
1/8/1999 19:25,,diamond
1/8/1999 19:30,us,
1/8/1999 19:30,us,unknown
1/8/1999 20:30,us,unknown
1/8/1999 22:45,us,flash
1/8/1999 22:45,us,flash
1/8/1999 23:30,us,light
1/8/2000 07:30,us,cigar
1/8/2000 08:36,,sphere
1/8/2000 16:45,us,formation
1/8/2000 17:00,,changing
1/8/2000 17:00,us,light
1/8/2001 05:40,,
1/8/2001 07:00,us,cigar
1/8/2001 18:20,us,other
1/8/2001 18:30,us,changing
1/8/2001 21:00,us,other
1/8/2001 21:00,us,oval
1/8/2002 03:16,ca,light
1/8/2002 07:00,us,cigar
1/8/2002 12:40,us,other
1/8/2002 18:40,us,other
1/8/2002 20:30,us,other
1/8/2002 20:30,us,other
1/8/2002 21:00,us,fireball
1/8/2002 21:00,us,fireball
1/8/2003 02:36,us,unknown
1/8/2003 10:21,,triangle
1/8/2003 15:30,us,changing
1/8/2003 16:30,us,light
1/8/2003 16:30,us,
1/8/2003 18:15,us,cylinder
1/8/2003 19:00,us,other
1/8/2003 19:33,us,circle
1/8/2003 20:15,us,light
1/8/2003 20:30,us,flash
1/8/2003 22:00,us,unknown
1/8/2004 02:00,us,light
1/8/2004 05:00,us,cylinder
1/8/2004 11:00,,unknown
1/8/2004 15:05,gb,light
1/8/2004 17:00,us,light
1/8/2004 20:00,au,light
1/8/2005 00:15,us,triangle
1/8/2005 06:30,us,light
1/8/2005 18:00,,disk
1/8/2005 20:10,us,light
1/8/2005 23:53,us,circle
1/8/2006 06:05,us,light
1/8/2006 14:00,us,other
1/8/2006 21:00,us,unknown
1/8/2006 21:00,us,triangle
1/8/2006 22:00,us,rectangle
1/8/2006 24:00,us,sphere
1/8/2007 06:40,us,oval
1/8/2007 11:00,,unknown
1/8/2007 15:56,us,sphere
1/8/2007 17:00,us,sphere
1/8/2007 17:25,us,sphere
1/8/2007 17:30,us,light
1/8/2007 17:39,us,fireball
1/8/2007 18:45,us,fireball
1/8/2007 19:00,,light
1/8/2007 19:00,us,light
1/8/2007 23:00,us,circle
1/8/2007 23:45,us,fireball
1/8/2008 00:00,,changing
1/8/2008 01:00,us,oval
1/8/2008 01:30,us,circle
1/8/2008 04:00,us,unknown
1/8/2008 05:00,us,formation
1/8/2008 07:30,us,flash
1/8/2008 07:38,us,teardrop
1/8/2008 08:30,us,changing
1/8/2008 11:30,,circle
1/8/2008 14:45,us,fireball
1/8/2008 15:00,us,formation
1/8/2008 17:14,us,rectangle
1/8/2008 18:00,us,oval
1/8/2008 18:45,us,triangle
1/8/2008 19:00,us,formation
1/8/2008 19:00,us,oval
1/8/2008 19:20,us,other
1/8/2008 19:36,us,light
1/8/2008 20:00,,light
1/8/2008 20:45,us,triangle
1/8/2008 22:00,us,unknown
1/8/2008 22:00,us,triangle
1/8/2008 23:30,us,circle
1/8/2009 04:00,,circle
1/8/2009 05:30,us,other
1/8/2009 05:45,,light
1/8/2009 09:30,us,light
1/8/2009 17:00,us,light
1/8/2009 18:09,us,rectangle
1/8/2009 18:30,us,sphere
1/8/2009 18:30,us,disk
1/8/2009 19:45,us,unknown
1/8/2009 20:10,us,light
1/8/2010 19:00,us,chevron
1/8/2010 19:00,us,unknown
1/8/2010 21:35,,light
1/8/2010 21:52,us,fireball
1/8/2010 23:00,us,triangle
1/8/2011 01:05,us,oval
1/8/2011 04:00,us,cone
1/8/2011 07:08,us,oval
1/8/2011 17:20,us,light
1/8/2011 20:00,us,changing
1/8/2011 21:00,us,formation
1/8/2011 23:45,us,fireball
1/8/2012 00:20,,disk
1/8/2012 01:00,us,circle
1/8/2012 03:00,us,light
1/8/2012 08:45,us,cylinder
1/8/2012 09:00,,light
1/8/2012 16:13,us,changing
1/8/2012 17:27,us,fireball
1/8/2012 18:00,us,triangle
1/8/2012 18:00,us,light
1/8/2012 19:00,us,circle
1/8/2012 19:00,,cone
1/8/2012 19:00,us,triangle
1/8/2012 19:10,us,light
1/8/2012 19:15,us,sphere
1/8/2012 20:00,us,light
1/8/2012 20:00,us,light
1/8/2012 20:30,us,fireball
1/8/2012 20:30,gb,other
1/8/2012 20:30,us,fireball
1/8/2012 20:45,us,fireball
1/8/2012 20:45,us,oval
1/8/2012 20:50,us,light
1/8/2012 21:00,us,formation
1/8/2012 21:30,us,diamond
1/8/2012 21:35,us,triangle
1/8/2012 21:40,us,fireball
1/8/2012 24:00,us,unknown
1/8/2013 00:00,us,triangle
1/8/2013 01:15,us,disk
1/8/2013 08:00,us,triangle
1/8/2013 17:00,us,cigar
1/8/2013 17:30,us,light
1/8/2013 18:00,us,fireball
1/8/2013 18:30,us,light
1/8/2013 18:39,us,fireball
1/8/2013 19:15,us,unknown
1/8/2013 19:50,us,triangle
1/8/2013 20:00,ca,fireball
1/8/2013 22:00,us,changing
1/8/2014 15:00,us,other
1/8/2014 17:00,us,light
1/8/2014 17:12,us,formation
1/8/2014 17:30,us,unknown
1/8/2014 17:30,us,light
1/8/2014 18:00,us,cigar
1/8/2014 18:00,us,light
1/8/2014 18:00,us,formation
1/8/2014 18:20,us,sphere
1/8/2014 20:00,,circle
1/8/2014 21:00,us,circle
1/8/2014 23:00,us,changing
1/9/1974 21:00,us,circle
1/9/1978 03:30,us,circle
1/9/1978 04:30,us,circle
1/9/1979 14:30,us,disk
1/9/1988 23:00,us,triangle
1/9/1995 03:30,us,
1/9/1995 19:00,us,
1/9/1996 04:45,us,
1/9/1998 18:30,us,triangle
1/9/1998 20:00,us,light
1/9/1999 01:30,us,fireball
1/9/1999 02:39,,rectangle
1/9/1999 17:45,us,light
1/9/1999 21:00,us,light
1/9/1999 21:20,au,triangle
1/9/1999 22:00,,unknown
1/9/2000 00:20,,light
1/9/2000 15:30,gb,light
1/9/2000 17:30,us,sphere
1/9/2000 19:07,us,circle
1/9/2000 21:50,us,fireball
1/9/2000 23:25,us,light
1/9/2001 07:55,,rectangle
1/9/2001 08:00,us,cone
1/9/2001 11:00,us,sphere
1/9/2001 18:00,us,changing
1/9/2001 22:45,gb,circle
1/9/2002 00:15,us,circle
1/9/2002 00:30,au,disk
1/9/2002 03:00,us,circle
1/9/2002 07:50,,light
1/9/2002 10:00,us,cigar
1/9/2002 18:35,us,oval
1/9/2002 19:00,us,light
1/9/2002 19:30,us,teardrop
1/9/2002 22:45,ca,light
1/9/2003 02:34,au,triangle
1/9/2003 04:45,us,teardrop
1/9/2003 15:30,us,sphere
1/9/2003 16:40,us,light
1/9/2003 16:50,us,fireball
1/9/2003 21:00,us,light
1/9/2003 21:00,us,cylinder
1/9/2003 22:30,us,cigar
1/9/2004 00:12,us,light
1/9/2004 18:45,us,unknown
1/9/2004 19:00,us,triangle
1/9/2004 19:48,us,formation
1/9/2004 23:00,us,light
1/9/2005 03:00,us,egg
1/9/2005 12:30,us,circle
1/9/2005 17:30,gb,triangle
1/9/2005 18:45,us,formation
1/9/2005 18:45,,circle
1/9/2005 23:45,us,fireball
1/9/2006 03:20,,cone
1/9/2006 18:00,us,other
1/9/2006 18:53,us,fireball
1/9/2006 18:54,us,unknown
1/9/2006 20:00,us,triangle
1/9/2007 01:00,us,other
1/9/2007 07:35,us,sphere
1/9/2007 12:00,us,circle
1/9/2007 18:34,us,flash
1/9/2007 19:30,us,triangle
1/9/2007 23:39,us,unknown
1/9/2008 02:00,us,unknown
1/9/2008 06:15,us,circle
1/9/2008 07:03,us,light
1/9/2008 09:00,us,diamond
1/9/2008 12:00,us,other
1/9/2008 15:50,us,cylinder
1/9/2008 17:00,us,oval
1/9/2008 17:00,us,circle
1/9/2008 18:30,us,cigar
1/9/2008 19:00,us,disk
1/9/2008 19:10,us,light
1/9/2008 20:13,us,other
1/9/2008 21:58,us,unknown
1/9/2008 22:00,us,triangle
1/9/2008 23:00,,changing
1/9/2009 04:50,us,light
1/9/2009 09:00,us,other
1/9/2009 09:15,us,light
1/9/2009 17:15,us,unknown
1/9/2009 17:45,us,formation
1/9/2009 18:19,us,other
1/9/2009 18:33,us,flash
1/9/2009 19:00,us,circle
1/9/2009 19:40,,fireball
1/9/2009 19:52,gb,light
1/9/2009 21:00,,oval
1/9/2009 21:26,us,diamond
1/9/2009 21:30,us,light
1/9/2009 22:00,us,light
1/9/2010 02:00,ca,disk
1/9/2010 03:00,,other
1/9/2010 17:38,gb,fireball
1/9/2010 18:00,us,light
1/9/2010 18:05,us,light
1/9/2010 19:00,us,cylinder
1/9/2010 20:00,us,sphere
1/9/2010 20:45,us,formation
1/9/2010 21:30,us,light
1/9/2010 21:35,,light
1/9/2010 23:55,us,unknown
1/9/2011 05:30,us,circle
1/9/2011 11:40,us,circle
1/9/2011 19:00,us,flash
1/9/2011 19:10,us,light
1/9/2011 23:45,us,circle
1/9/2012 01:00,us,unknown
1/9/2012 01:50,us,circle
1/9/2012 05:45,,oval
1/9/2012 12:00,us,triangle
1/9/2012 18:00,us,disk
1/9/2012 18:03,us,unknown
1/9/2012 18:30,us,triangle
1/9/2012 18:45,us,fireball
1/9/2012 19:00,us,light
1/9/2012 20:00,,sphere
1/9/2012 20:45,us,sphere
1/9/2012 22:30,,formation
1/9/2012 22:45,,chevron
1/9/2012 23:55,us,
1/9/2013 04:57,us,disk
1/9/2013 05:30,us,unknown
1/9/2013 07:30,us,disk
1/9/2013 17:20,us,light
1/9/2013 17:20,us,light
1/9/2013 18:00,us,unknown
1/9/2013 18:20,gb,circle
1/9/2013 23:43,gb,oval
1/9/2014 02:10,us,unknown
1/9/2014 07:25,us,circle
1/9/2014 07:45,us,other
1/9/2014 08:10,us,unknown
1/9/2014 08:20,us,other
1/9/2014 09:20,,other
1/9/2014 11:20,us,fireball
1/9/2014 16:00,us,sphere
1/9/2014 16:07,us,triangle
1/9/2014 16:50,us,sphere
1/9/2014 18:44,us,diamond
1/9/2014 19:15,us,
1/9/2014 19:15,us,light
1/9/2014 21:20,gb,changing
1/9/2014 21:50,us,sphere
2/10/1952 21:00,us,disk
2/10/1966 18:15,us,disk
2/10/1970 20:30,us,disk
2/10/1973 16:00,us,rectangle
2/10/1977 21:00,,triangle
2/10/1979 09:30,us,disk
2/10/1979 23:00,us,oval
2/10/1984 22:00,us,fireball
2/10/1989 18:00,us,oval
2/10/1994 23:55,us,triangle
2/10/1995 20:00,us,circle
2/10/1995 20:30,us,
2/10/1995 24:00,us,
2/10/1995 24:00,us,
2/10/1996 11:00,au,other
2/10/1996 17:00,us,fireball
2/10/1997 00:10,us,triangle
2/10/1997 18:00,us,light
2/10/1998 00:30,us,other
2/10/1998 20:00,us,cylinder
2/10/1998 20:00,us,sphere
2/10/1998 20:00,us,unknown
2/10/1998 21:00,us,oval
2/10/1998 21:00,us,light
2/10/1999 01:00,,light
2/10/1999 18:45,us,unknown
2/10/1999 20:15,us,light
2/10/1999 20:40,us,sphere
2/10/1999 23:00,us,cigar
2/10/1999 23:00,,sphere
2/10/1999 23:40,us,fireball
2/10/2000 03:00,,triangle
2/10/2000 04:20,us,other
2/10/2000 19:30,us,fireball
2/10/2000 21:14,ca,triangle
2/10/2001 00:10,us,circle
2/10/2001 00:30,us,fireball
2/10/2001 03:25,,triangle
2/10/2001 16:40,,changing
2/10/2001 17:30,,rectangle
2/10/2001 18:30,ca,oval
2/10/2001 21:00,us,triangle
2/10/2001 21:00,us,disk
2/10/2001 21:50,us,formation
2/10/2001 22:15,us,
2/10/2001 22:25,us,formation
2/10/2001 22:30,us,circle
2/10/2001 22:30,us,fireball
2/10/2002 13:00,us,disk
2/10/2002 23:00,us,disk
2/10/2002 23:59,us,fireball
2/10/2003 01:15,,circle
2/10/2003 04:00,us,unknown
2/10/2003 06:15,us,light
2/10/2003 10:00,us,sphere
2/10/2003 17:00,us,cylinder
2/10/2003 18:00,ca,circle
2/10/2004 01:00,us,other
2/10/2004 05:15,us,other
2/10/2004 19:00,us,sphere
2/10/2004 20:45,,light
2/10/2004 21:00,us,chevron
2/10/2004 21:30,us,circle
2/10/2004 22:30,us,teardrop
2/10/2004 23:45,us,disk
2/10/2005 00:25,us,cigar
2/10/2005 14:00,,oval
2/10/2005 15:45,us,cigar
2/10/2005 19:50,us,light
2/10/2005 20:20,us,changing
2/10/2005 21:30,us,fireball
2/10/2005 22:00,us,circle
2/10/2005 22:35,,light
2/10/2005 23:00,,other
2/10/2005 23:20,us,egg
2/10/2005 23:55,us,sphere
2/10/2005 24:00,gb,circle
2/10/2006 14:00,us,sphere
2/10/2006 17:25,us,unknown
2/10/2006 17:30,us,cylinder
2/10/2006 19:30,us,formation
2/10/2006 20:00,us,light
2/10/2006 21:00,us,formation
2/10/2006 23:50,us,formation
2/10/2007 00:00,us,circle
2/10/2007 08:00,us,light
2/10/2007 08:30,us,light
2/10/2007 15:00,us,sphere
2/10/2007 15:30,ca,disk
2/10/2007 17:00,us,disk
2/10/2007 20:45,,teardrop
2/10/2007 21:00,us,triangle
2/10/2008 01:59,us,triangle
2/10/2008 02:00,gb,light
2/10/2008 02:45,us,light
2/10/2008 10:30,us,egg
2/10/2008 11:00,us,cigar
2/10/2008 12:35,gb,circle
2/10/2009 00:57,us,unknown
2/10/2009 10:00,us,disk
2/10/2009 12:00,us,circle
2/10/2009 12:00,us,cigar
2/10/2009 18:00,us,egg
2/10/2009 18:20,us,light
2/10/2009 18:22,gb,triangle
2/10/2009 18:37,us,fireball
2/10/2009 18:55,us,other
2/10/2009 19:03,us,triangle
2/10/2009 19:20,gb,circle
2/10/2009 20:00,gb,circle
2/10/2009 21:50,gb,fireball
2/10/2009 22:00,us,oval
2/10/2009 23:00,us,circle
2/10/2010 03:00,us,other
2/10/2010 19:45,gb,flash
2/10/2010 20:40,us,light
2/10/2011 05:55,us,unknown
2/10/2011 06:00,us,triangle
2/10/2011 07:28,us,egg
2/10/2011 13:50,us,circle
2/10/2011 14:40,us,oval
2/10/2011 16:40,us,light
2/10/2011 20:00,us,sphere
2/10/2011 20:30,,unknown
2/10/2011 21:00,us,light
2/10/2011 21:30,us,formation
2/10/2011 22:00,us,sphere
2/10/2011 22:15,us,cylinder
2/10/2011 23:00,us,other
2/10/2012 03:15,us,unknown
2/10/2012 05:37,,triangle
2/10/2012 12:00,us,triangle
2/10/2012 17:00,,triangle
2/10/2012 18:00,us,diamond
2/10/2012 18:00,us,light
2/10/2012 19:00,us,light
2/10/2012 19:52,gb,cone
2/10/2012 20:00,us,light
2/10/2012 20:30,us,oval
2/10/2012 20:40,us,light
2/10/2012 21:00,,triangle
2/10/2013 00:00,us,sphere
2/10/2013 03:35,,light
2/10/2013 08:45,us,circle
2/10/2013 19:10,,triangle
2/10/2013 20:00,us,sphere
2/10/2013 22:00,us,oval
2/10/2013 22:00,us,fireball
2/10/2014 05:00,us,rectangle
2/10/2014 09:00,,flash
2/10/2014 10:10,us,other
2/10/2014 14:38,,cigar
2/10/2014 18:20,us,diamond
2/10/2014 20:30,us,triangle
2/10/2014 20:35,us,triangle
2/10/2014 21:00,us,fireball
2/10/2014 21:00,us,unknown
2/10/2014 21:30,gb,other
2/10/2014 22:30,us,fireball
2/10/2014 23:00,us,sphere
2/10/2014 23:37,us,oval
2/11/1976 22:30,us,unknown
2/11/1983 00:00,us,circle
2/11/1989 22:00,us,other
2/11/1991 14:00,,other
2/11/1996 14:00,,circle
2/11/1997 11:00,us,cigar
2/11/1998 22:15,us,other
2/11/1999 07:30,us,teardrop
2/11/1999 19:00,us,unknown
2/11/1999 19:20,us,fireball
2/11/1999 19:30,us,fireball
2/11/1999 21:34,,triangle
2/11/2000 17:10,,other
2/11/2000 19:20,us,unknown
2/11/2000 20:15,us,light
2/11/2000 21:00,us,formation
2/11/2000 21:15,us,fireball
2/11/2000 22:00,us,other
2/11/2001 00:30,,fireball
2/11/2001 01:30,,unknown
2/11/2001 08:50,us,triangle
2/11/2001 18:00,us,oval
2/11/2001 20:00,,oval
2/11/2001 20:30,us,light
2/11/2001 22:00,us,sphere
2/11/2001 22:30,gb,formation
2/11/2001 22:35,us,diamond
2/11/2002 03:45,us,other
2/11/2002 19:30,us,unknown
2/11/2002 20:30,us,disk
2/11/2002 22:10,us,fireball
2/11/2002 23:50,us,cylinder
2/11/2003 00:13,us,other
2/11/2003 01:20,us,other
2/11/2003 15:52,us,other
2/11/2003 19:58,ca,light
2/11/2003 20:40,us,rectangle
2/11/2003 20:49,,fireball
2/11/2003 22:05,us,circle
2/11/2003 23:45,au,formation
2/11/2004 00:00,us,light
2/11/2004 00:00,us,disk
2/11/2004 02:00,us,cigar
2/11/2004 05:45,us,light
2/11/2004 06:45,us,circle
2/11/2004 08:22,us,cigar
2/11/2004 10:15,us,egg
2/11/2004 16:00,us,oval
2/11/2004 19:27,ca,light
2/11/2004 19:30,us,fireball
2/11/2004 20:00,us,unknown
2/11/2004 20:00,us,oval
2/11/2004 20:00,us,light
